filename,grouped_type,text
img_0001354.jpg,advertisement,"SURGEON
GENERAL'S
7 AC * u LA 7 - -  * X ae M w 4A - E - a H - 2 - zwe WEST - a :  VE  6 s w : : Mr n 6 a PERMANENT y, LT B S sui CIGARETTE a . w00 : A OINIIVADVS GPBS 9 * S 1 BACKIIT 1 T - >:  & - B a
WARNING:
WEST PERMANENT
SACRAMENTO LITNDVS.
SMOKE
CONTAINS
CARBON
51476 5427
OIXONOW
"
img_0001381.jpg,advertisement,"*  4 More M Wht Lts #111 New Woman 10/89
- -
2CLASS. CGARITTES
You look goodin white.
More WHITE LIGHTS
""So do More White Lights 120's.
- b I - Nio
SURGEON GENERAL'S WARNING: Smoking By Pregnant Women May Result in Fetal Injury, Premature Birth, And Low Birth Weight.
AMAILABLE IN REGULAR AND MENTHOL
"
img_0001394.jpg,advertisement,"A = 0 diill
>
mettod oue - 1 aste e - -
- - - -
who
C - -
C Smoking  Disease. WARNING: Heart Complicate May Cancer, And GENERAL'S Lung SURGFON Causes
cigarette.
women
- - - - -
to
own
Here's
their
"
img_0001432.jpg,advertisement,"R
Ratio SPF
Photon Counting SPFTM
Corrected Spectra SPF
lreeNewFuorescence
Systems
-
Photon Counting SPF A very practical tool of great usablo range is 200 to 650 nanometers for corrected value in those applications which are sensitivity-or excitation spectra, and 290 to 700 nanometers for cor- niques: has the greater stability inherent to pulse- stability, brings excitation and emission spectra closer height discrimination; and reduces noise by observing to known spectral characteristics, partially corrects for Corrected Spectra SPF - A third generation corrected nal-to-noise ratio. The photometer operates in either spectra instrument which produces either quanta-cor- the conventional single beam mode or ratio mode and rected or energy-corrected excitation and emission has four time constants to provide optimum noise -dns spectra without the use of quantum counters. The total pression for various scanning speeds.
scatter-limited. This instrument detects fluorescence rected emission spectra.
signals too weak to measure by conventional toch- Only photo cathode impulses which are averaged.
Ratio SPF - The ratio photometer provides superior low intensity peak shift in far UV and incroases the sig-
FOR COMPLETE NFORMATION. CONTACT AMINCO. forefront of spectrolvminescence technology since As in-
Aminço-Bowman For the ception.
AMNCO AMERICAN INSTRUMENT COMPANY DMVSION OF TRAVENOL LABORATORES. INC, Sever Sprirg. Maryland: 20819
1ejowovonyoyoydowoods At the
Candlle Ma 318 . Reeders' Service Cond
- d6 a
"
img_0001470.jpg,advertisement,"OW
PRICE
A
I
/
A Real Good Smoke.
- OWD
Get
GOLD y a FIWERS -
A Money
Back Guarantee.
""I'm hard to please and lE shows in
my work""
Ray Freeman, Packing Supervisor
""You don't make a quality cigarette with shorteuts. Around here everybody ie committed to turning out a product they can be proud of. Try an Old Gold. We take quality seriously and you can taste it."" *See specially marked packs for details or call 800-205-9911. We push premium to perfection.
aunw
SURGEON GENERAL'S WARNING: Smoking Causes Lung Cancer, Heart Disease, Emphysema, And May Complicate Pregnancy,
Not available in some areas
OuGold Kings: 15mg ar1.1 mg nicotine WE per cigarette by FTC Methiod
"
img_0001481.jpg,advertisement,"""HOBBLE : LOVE
LIKED YOU'LL
IFYOU
""DRAG""!! Stan Pantsley,
Jersey Post
DIRECTED BYDANNY JINGLEPOCKETS. WRITEN BY-HOMER-BASED NO
+
TRUE
PBODUGED BY-AMMY THEPIRATEE -
SHOWTIMES 3:02 AND 4:37
BRING YOUR DRAG TICKET STUB INTO YOUR FAVORITE BAR AND SEE IF THEY'LL GIVE you A CIDER JACK FOR
25   a :
CAMEL TG B/W #417 VILLAGE VOICE N.Y. 10/3/00 -
cideriack.com -
N: a a SXXXAA
a
- - a A a - anu R nann a *o a e ave MnDE PunIPEe 1AS
"
img_0001484.jpg,advertisement,"- - - - - - -
- -
et wn
Newport
we
Alive with
pleasure.
GENERAL'S WARNING: Quitting Smoking SURGEON Reduces Serious Risks to Your Health.
Now Greatly
"
img_0001490.jpg,advertisement,"la  Spend mildermoment the with  quiet taste of Raleigh a Filter Longs.  dtriatnent soliens the sobaccos smoothes der taste.
Start fresh * with Belair Filterl Longs. Menthol but wih a soft, fresh lasle.
las
'1 A vahasble extr. the famous Raleighcoupon on both Belair Futer Kings and Filter Longs. Fm GhCatalng a Wiee Bos Lainile. 40
A saluable etn. the famous Raleigh coupon on both Rakeigh Filter slux 3 FilterLongs. I GCarlig M Bon n Laipille. Ns 4000 - -
PST-EEVES-CARDMEN INC 2 : 3-0-169 MW-ALP-70-79 Taefng Pege, s/Celor PAMIEY CIRCUE WOMANS DAY - SONEMAER BROMN 6 WILLIAMSON SOAACCO CORP.
POST-AETIS-GAADEH Ic A4 Me. O4I-0-L BV-aLP-70-24 Tacing s I 4/Coler FAMILY CIRCIE VOMANS DAY . NOVDGER BROMN 6 WILLIAMSON TOSACCO CORP. 672030127
672030127
PRODUCED FROM B&W WEB SITE
"
img_0001520.jpg,advertisement,"- - - - - - - - -
- - -
AlLool
KidGoo
ANp DoN""t FORGeT THAT CIGARETTES CAw SERevscy DAMAGE YOvR. HEALTH (GeVEENEMGHT HEALTH WAEMINO
- 1
-
MARLBORO roof design on KID COOL and BABY COOL T-shirts
- Belgium
"
img_0001523.jpg,advertisement,"E . : 3
& La parted €  1 1 your Camcis B I OuE & £ de 1 for - aoud I à  e I 3 1 days 1 I *: - dhroacs & & Camcls sokans, aor : propic E apecialins a  $ auAe wid à 1 : peopicmmaked - 8 a - favorful for soday. E I sors a Tasd - 7 I 1 A your ae # 1 adl : 1 & P & TZ a I doas - ae be! - a & for & d ho I 5 %
Nw ' MY # GNOOT à  NVO CAMEL Ws CAME MK $ - PROME -
d
so2s0 0704
"
img_0001526.jpg,advertisement,"Aid 4r/4r 4 s7N/: ?
Mw
SALEM SUPER GING
4
Premium length
Refreshes your taste a few moments longer - and aren'l you glad! New Super King Size Salem gives you a few moments more ol the famous tasle thaf's springlime fresh. Ifs the one laste worth making longer. So lake your time... .and enjoy il
Popular price
-
Salem Sates
Ws Fa 4 Fr COMPNT - te -nsie - M - : - 1 dh Bes S. l E
Rev : Mr : a Aara 6 AAE AFAN 4 - A 4r  AR -
"
img_0001540.jpg,advertisement,"4

SAVE$2.00
-
-
ONCAN MEL I
(ANY STYLE)
- - 5076
SURGEON GENERAL'S WARNING: Smoking Causes Lung Cancer, Heart Disease, Emphysema, And May Complicate Pregnancy,
LIGHTS. LIGHTS HARD PACK. 9 mg. ""ar.0.8 mg. ncotine LIGHTS 100's: 11 mg. ""tar"" .0.9 mg. T3677 nicotine, FILTERS. 16 bw ""tar"".1.2 6w nicotine, FILTERS HARD PACK 17 mg. - 1.3 mg. nicotine, REGULAR 21 bw ""tar"" 1.6 mg. nicotine. av. per cigareute by FTC method. a 1986 a a REVNOL Ds TOBACCO 8

MANACTURERCOUPON EXPIRES122185 OFF A CARTON CAMEL LIGHTS, FATERS OrNON-FRTERS PUEASE FILL OUT AND REDITM AT YOUR S7ORE.
$2.00 AMEL A ALTERS à 6 MEL - LIGNTS AK APMOT TATSONT T3677
$2.00 M KATNVE STATTT M IT 2.00
TAST SMATT AT
777507TD MUA BNSTES
"
img_0001595.jpg,advertisement,"AS
1A
CAKM COD
> E - S
&HEDGES
BENSON
4 -
TADAS * COD
4
- - Discover
a
250011 3466
4
"
img_0000594.jpg,carte postale,"wo
carle soc
creoveg
"
img_0000595.jpg,carte postale,"CARTE POSTALE INVITATION
Diane et alentin ont la joie de Doub cenien à lewr mariage mb bena célébré à laMairie P Agay-bur-Che Samedi 31 beptembre 2019 à 14h a cénémenie bena buiie dune éception au Domaine de la (vancheite à parir de 1930
De -
ADRESSE Hotel de ille PPlace Richelieu 37270 nov0-ang.méy
"
img_0000596.jpg,carte postale,"LAPLAGE
Sahit Mamie a -- Pal
Om
lonal tico
font a J Vow
Jandant ko Vacamceo avac lala a
MaMaMA .
Om Aélrowue voW
aw chub at & AOVL
colauo - douro
Thiuy a Sybie Adam
rickey towo koo
- -
/ - - lala - - -
D
ocule du barbacul.
noule de la Valle
Rot tof bin ko Vacanceo.
14.3.90 Houlgal
Om Rolne due Vows MOWA Vov Tuco vite.
VAMVL
>
lowres -
"
img_0000597.jpg,carte postale,"Anne Berest
La carte postale
Poiri
ANCE - I a - -
- -
3 - 1 I * 1 1 E
- - y 3 - e
-
OUVERIS
- Roman Grasset
II INET
mmE
"
img_0000598.jpg,carte postale,"INSE Pos POSTAGE PAID
Cher Arthur,
J'espère que tow voyage Ew Argentune se passe biew et que tu prewds SOLW de toL. TOW père et MOL vewows de finir de réparer Le toit de La maisow. Espérons qu'il durero plus d'uw aw cette fois-ci. EwvoLe-nous des photos de tes
Arthur Dupowt calle 8C saw Martin, 3337 Argentina
avewtuyres
Je tembrasse, MO wa W
"
img_0000599.jpg,carte postale,"- - ic-mage
- - - - - - - - - - - - - / - - - - - - - - - - - - - - - - - / - A
des S23
Tahitia
- 2 à ORIGINAL M. à Z - -
TAHITI
à 1005 NI
"
img_0000600.jpg,carte postale,"CANADA - QUEREC
Le Chateau de Frontenac a Québee
Yalul gulie,
KANATA
ge sula en vacamcen cheg T7
cousime Sophie
habile 97D
. gui
gulie Sodard
Banada, fe uA amuse beaucour
ge oaés a44 lac, je $ du odlo - e joue a4 lennio. Demain noua allons piailer cn chaleau.
28 7446 9P Minuphans
-
24000 Yarlal
A bienist,
arie
IIII III III
II III
"
img_0000601.jpg,carte postale,"Rois des Vu 1 3 canductar Phare - de and : pianist 5 Phares, As des composer 3 2 Roi phins le Mogler, L1 - Marc - a Cordouen,
"
img_0000602.jpg,carte postale,"Hop MurPbsov WwW.HAUT - POITOV.AR
LE HAVT-POITO EN IMAGES SVR LES BORDS DE LA DIVE
impression
net
agencedecom
WWW
onception
Crédit photo : Thérèse Rinuit
"
img_0000603.jpg,carte postale,"Mas 2 la Ronyene - Ladi tt
a
- -
- -
Fdices
Pescne
- - - a - - - - Le
ek 6 Reote
Ln-baw
- - - & - a - - a
/ Lases - - - - > 3 * -
M
RAILLARD Francan
Aof sca 5
Slmie
677
use Aumo
- br
SARCELONE
C
1 > - / -
/ - / -
- Espaf
"
img_0000604.jpg,carte postale,"Fizzer
-  I - A - A. - - - - - - . - - - - - - . - - -
"
img_0000605.jpg,carte postale,"Bc
caru
-
"
img_0000606.jpg,carte postale,"CLASSE PARMILES 10PWUS BEAUX ZOOSDU MONDE ZOOBEAUVALCOM
"
img_0000607.jpg,carte postale,"&
R - o1 grut a
Loce -
- - - - - - - - - - d
- Bou
- - - E -
haie/ obe
Hoi
de
-
1 27747 - A SA aoL
eCes AL DCCLd 116
- - - - 2724
Aea 918 woLLV:
1 du
- - LVe -
- A 7 - C ROLLS
mdus 1A 327777
A 17 - 1 LA - - - 1
- 70 - - :
10
DAb atate
LLO - - - - - - - - - -
- - - - - - -
- - - - - - -  ctb a - - - - - 48
atA -
- - a - 3237 - - -
iCiM-acLos
Ci-dessus un exemplaire de la célèbre AC SINO8/7 ) utilisée en 1889, considérée comme étant la première carte postale Française illustrée, elle figure dans l'exposition permanente du Musée de la
Carte Postale.
"
img_0000608.jpg,carte postale,"WILL AA SEPT 2018 abreyzar
Vincent Christophe Marie-Chanlal Pievue Jucille Edowaid Marve-Chusline Beunarid
Choix depolice d'écrilure -
Parvis
WILLIAN e SEPT 2018 ràn brey 5 -
AunercMarie Geciges Sela Sandine Nicclas Trédérique Jaurent Julielle Sarah
WILLIAN SEPT 2018 breyzan
New yoik
Nathaniel Susan Yann Eva Océane Stefan Bree-Ann Mark Jean-François
SAN FRANCISCO
& WILLIAM - SEPT ce 2018 ràne w
Clément cfude Mathiew Clarisse cAgnès emmanuel Christelle Pahick Juan
LANZAROTE
"
img_0000609.jpg,carte postale,"0
o - -
T6 N Mu MRL -
4 I M2 s * gc - de
- -
: aa
- DAMDOY -  3 -  -

1
F 6 1 -
sel 3
-
-
My a - ddelan $ prvn Jek C * F - hi - -  5  - lu
ey 3 Lan -  1
soif - duse
AE Rbas
- 1 I P
- yas cva 4
1
-
uhnsl H  4 ast sg à * in 9, A a
Maplabanaw - Pot
-
Aefse
Baacaa
hp -
a 1 /  * mod Dale!)
wY -
Belen
6 a  - 4 - - a
a - 1 . - - - - I 1 - I -
- - - - -
- I
"
img_0000610.jpg,carte postale,"LETTRE
LA POSTE 42089A
Pa-Pxince a ANCE ANS 1,08 €
77-04-27
PRIORITAIRE
RANCE
Ce font jut-ali a dilanes -
nuclicobts
alinente
- - -
A / - Maile -
de Savrie
auies 70 Jui 2M2
1
fane
hcoit Aluc...
plac d - Matichal-decke.
C t, det sal, la Kucantie AMLC Lu otuctuss
-
fait Jue / -
à Aae-t-Agu Jui -
plarct
- : TaM, cpination
coninel 7 jiciek sde
ALS julus -
-
ailonautique ancajuhone
- - 860 0 0
)
Plicc
u
"
img_0000611.jpg,carte postale,
img_0000612.jpg,carte postale,"- - -  ICI CEST ir PARADIS
Hell'eau en direct du paradis -
Tout baigne par ici : plage, cocktails, bons restos, gens souriants : Aucun grain de sable dans la
mécanique -
Le famiente au soleil, tu sais bien c'est dans mon rayon. Plein de bisous - Nina & Cédric
"
img_0000613.jpg,carte postale,"Miaun mcretien inedit
aud oib
Anne -
Berest
La carte postale
n1 par Arians rousss
Pocie. - r i 1 - - E - L 1
- - a -   L
A   -  S -  - - -  3 -
ME   &  - V - - Ris -
- - - V
- -
-
- - - -
- - - T
"
img_0000614.jpg,carte postale,"Salut,
Avot d'erwoyer ta coute postale, tu peux evtrey tow propre texte popodwo au maxumuw 450 coractères.
Christine Beaumont Rues de la mis 24 18888 Paris FRANCE
nL disposes pour cela de 4 polices diferentes
Salutations
L'équipe proosodh
MyPostcard.com The Most Popular Postcard App.
"
img_0000615.jpg,carte postale,"CARTE POSTALE-POSI CARD- BRIEFKAAR NES
- den
UI E
NOH: gemil
PRENOH: a
-
000 : 10 a
-
-
tel: 56 -59-90-96
adese a3  , -
- - - -
4en daba
Ka
-
oayoun
et
33119
le ett
xeyga
2
Sobet
asoan m8 D
cedene
1503
45 - - 578 Sauib Gbheme
"
img_0000616.jpg,carte postale,"A5L
lont aaeabe
dwec de
du Mavec
La pestay de 6 anitad 5 carte postale de arvtie 7he, fniendshin post Lard Die Feundchafistarte o postal da amiadle
Mnd
ey
wot Jou uA
Feo ou
- -
- alf
C ew deuk ymay wowA
1 0,70
clals des cRu de
ROYAUME DU MAROC rokus
ajs,
Nevo lo4 OCAEs du Sud.
- coD
-
-
ohu
U Rien aui
aMYY
Aouokw A/ Frous dee
a a aw.olu
7 - Seaur - Teau
Geuerl Meclerc
- - Dhou
eu
Bhie
-
94370
jucuy
No 14 CHAOUEN Mezquita del Zogo Mosquée du Boeco Mosque In the Socco
FRANCE
Iscu - DS ces
Ediciones a . Piqwé, 4 . Barcelona TeprRse an  in Dpeis Ley Legal R.48538-VII
www.delcampe.net
dibize
"
img_0000617.jpg,carte postale,"P hive ramie,
H  - Kau bian - -
tebment
bRau, de € awac
avAc Ma Aokwt R4 MOA fhine,
d 1 Bopore -
tu Vas bin - -
l , 4 MR
Cliquez pour
* ao awat Ft
modifier
beau
tompe
tous ko Jowto M2MA pL Beau --
.
Rot w bage . CLw
MaMaA Antie.
ppouaae deo
par -
4
/ C got
a 1 .
ko Vacances UCL
3 ba
voyB byoows aMuR chitie 66
Juban - 69
"
img_0000618.jpg,carte postale,"-
RIGHT
I - BE - u ri: i - - I - -  13 Tu -1 - ni - - a
- - i - - - u n 1 111 PERET = - n II i FI a - - -- - - -  - - - - MARSEILLE LE VIEUX Po R1
"
img_0000619.jpg,carte postale,"3,00
Are ten
ONNELS
- / Qwu
CowCou
bsous
- - - - - 90os of 9X
S
A 10 a
Cao - W AAC
- 7
- / - - > - / .
3
MARTIN
Corte
- 91
- aande
- - 1 - - - A - > W a / - Bos
d
JwQ
bocta
- pense OW
3.9600.
ARBois
- -
Ul
- - -
MIRONWOO05
1 hironwoods.com
eLe Bois Surnoturel.
Cette carte est réallsés à partir de Bols Mossif (érable)
Aabun
< lle a - .
Bawot
31700823/20000 w
"
img_0000620.jpg,carte postale,"L'OEIL
"
img_0000621.jpg,carte postale,"- ts
"
img_0000622.jpg,carte postale,"-
- - - - :
TAI Ms sinh
- Cs
- - - - - - -
-
-
"
img_0000623.jpg,carte postale,"- - -
awe -
he date
and -
* - - 34 to 20
the date Sure OLTOBRE 2020 2A HAITED Ahnh Dull FAIBERANT A SUIVRE Alexalndie Bariel Camle Maris at Chalonges 8 ne Thguare-suLaire oes 44470 06 33 ca a
"
img_0000624.jpg,carte postale,"- Moloulva Maroc bienl BV 7ov - - / - a Se fchex Les  - boshnd
L fais ya
princesse du lesp - o/o
desc -
20C
"
img_0000625.jpg,carte postale,"ho limit
"
img_0000626.jpg,carte postale,"CARTE POSTALE
A ARR / 0% -
aned
5
Correspondance
Adresse
o chcre fele -
Vpi
Madinitdll -
Hadeletase Cena
Caçe hred 76 Bda
ale 10 3P tiy Coti 4 2 - - 64
Recevoo olc seo acoceelb - aoe a
1HrR R0 - ercee &
5 . nce 8 oa 04 -
Dasde
% N a brsc - -
CAA ford
- ae -
oe Ac
Corcue
a
Bobole
www.delcampe.net
sawaadee
"
img_0000627.jpg,carte postale,"Carte 1
Chère maman,
Le lieu: Ici, en Thailande
Ici, en Thatlande tout se passe à merveille. il fait chaud et le temps est magnifique Les gens de l'hôtel sont très agréables avec nous et la cuisine
La date: -
Le temps:
est excellente.
Un fait raconté
Mme Sonia Martin 105 rue du Théatre 35000 RENNES
Nous allons à la plage tous les jours: la mer est tellement belle!! Le matin on joue à la pétanque et le soir, de fais du volley-ball, tu sais que
Une appréciation
Salutations de congé:
j'adore Çal !
FRANCE
A bientôt avec les photos
Je t'embrasse. Paul
Carte 1
. L'expéditeur: écrit? qui
. Le destinataire à qui?
-. Le type de relation:
familiale
amicale
"
img_0000628.jpg,carte postale,"- - -
-
Bisouk dw paradis
"
img_0000629.jpg,carte postale,"Jw sofeib du bon les anis na gw podo vacanced Clail Toy avep galemen
aec e fanill 0 progranne esjpere gue VDLd
MD-3A -
tenp
85b

einement :
a les congés
Peta  pensée ampmonnd pour clup qui PAp travaille lon des dernières senaines /
- -
heure de a ap-oi @ Jonné. gue voud des en forne
espère
a a / - : A - - . personne
/
ue - des MMineur -
- / -
- - - gue
Les
Poshfrs pas d& reypecter Aus omb - A janais
condignes daritaires alin
la reprie se padse
- - - - I - -  - - - - - / éronnes
- Dinch
a
alu mieup
- - - - -
- - a Delgis
bientot/
"
img_0000630.jpg,carte postale,"Smages du Midi. Couleurs et saveurs du Midi.
9la
(clichés Piergeorg).
Oy
Cm (
- a Coves
FRANCE An
3owD
emoe
AN S2

- - - - -
cks T6jous
rs CU
mowhque
Dals
de m
none cko Tollcuus
Y ) - /
Co / e de a6
a
- -
ERS 5
Medi
A .
Loyuto
CLne CAW
oe Ce
T - - %
o - E - -
- - Bles
3o
mowe
= =
= =
* boule
141 - C6 - 1 ) - - C
I. I ma
JMarhals
- da
"
img_0000631.jpg,carte postale,"OEIL
6 - EIL PNeToss :
"
img_0000632.jpg,carte postale,"Pori FRANCE LONCA 3 a halle Ceraier sr s pan stinar : -r Kpey
41
à - -
A11

MOUVERiS
- e - 3 -
- 3
Roman Grasset
-
II TI
MII 11 TTILIT -
"
